time,x,y,vx,vy,target_id,task_progress
0.0,6.0,6.0,0.9529257800132619,0.303203657276947,0,0.0
1.0,6.952925780013262,6.303203657276947,0.9529257800132619,0.303203657276947,0,0.0216574040912105
2.0,7.905851560026524,6.606407314553894,0.9529257800132619,0.303203657276947,0,0.043314808182421
3.0,8.858777340039786,6.9096109718308405,0.9529257800132619,0.303203657276947,0,0.0649722122736315
4.0,9.811703120053048,7.212814629107788,0.9529257800132619,0.303203657276947,0,0.086629616364842
5.0,10.76462890006631,7.516018286384735,0.9529257800132619,0.303203657276947,0,0.10828702045605249
6.0,11.717554680079571,7.819221943661682,0.9529257800132619,0.303203657276947,0,0.129944424547263
7.0,12.670480460092833,8.122425600938628,0.9529257800132619,0.303203657276947,0,0.1516018286384735
8.0,13.623406240106096,8.425629258215576,0.9529257800132619,0.303203657276947,0,0.173259232729684
9.0,14.576332020119358,8.728832915492523,0.9529257800132619,0.303203657276947,0,0.1949166368208945
10.0,15.52925780013262,9.03203657276947,0.9529257800132619,0.303203657276947,0,0.21657404091210497
11.0,16.48218358014588,9.335240230046416,0.9529257800132619,0.303203657276947,0,0.23823144500331547
12.0,17.435109360159142,9.638443887323364,0.9529257800132619,0.303203657276947,0,0.259888849094526
13.0,18.388035140172406,9.941647544600311,0.9529257800132619,0.303203657276947,0,0.2815462531857365
14.0,19.340960920185665,10.244851201877257,0.9529257800132619,0.303203657276947,0,0.303203657276947
15.0,20.29388670019893,10.548054859154204,0.9529257800132619,0.303203657276947,0,0.32486106136815746
16.0,21.246812480212192,10.851258516431152,0.9529257800132619,0.303203657276947,0,0.346518465459368
17.0,22.199738260225452,11.1544621737081,0.9529257800132619,0.303203657276947,0,0.36817586955057846
18.0,23.152664040238715,11.457665830985047,0.9529257800132619,0.303203657276947,0,0.389833273641789
19.0,24.105589820251975,11.760869488261992,0.9529257800132619,0.303203657276947,0,0.41149067773299947
20.0,25.05851560026524,12.06407314553894,0.9529257800132619,0.303203657276947,0,0.43314808182420994
21.0,26.011441380278498,12.367276802815887,0.9529257800132619,0.303203657276947,0,0.45480548591542047
22.0,26.96436716029176,12.670480460092833,0.9529257800132619,0.303203657276947,0,0.47646289000663095
23.0,27.917292940305025,12.97368411736978,0.9529257800132619,0.303203657276947,0,0.4981202940978415
24.0,28.870218720318285,13.276887774646728,0.9529257800132619,0.303203657276947,0,0.519777698189052
25.0,29.823144500331548,13.580091431923675,0.9529257800132619,0.303203657276947,0,0.5414351022802625
26.0,30.776070280344808,13.883295089200622,0.9529257800132619,0.303203657276947,0,0.563092506371473
27.0,31.72899606035807,14.186498746477568,0.9529257800132619,0.303203657276947,0,0.5847499104626834
28.0,32.68192184037133,14.489702403754515,0.9529257800132619,0.303203657276947,0,0.606407314553894
29.0,33.63484762038459,14.792906061031463,0.9529257800132619,0.303203657276947,0,0.6280647186451045
30.0,34.58777340039786,15.096109718308409,0.9529257800132619,0.303203657276947,0,0.6497221227363149
31.0,35.54069918041112,15.399313375585356,0.9529257800132619,0.303203657276947,0,0.6713795268275254
32.0,36.493624960424384,15.702517032862303,0.9529257800132619,0.303203657276947,0,0.693036930918736
33.0,37.446550740437644,16.00572069013925,0.9529257800132619,0.303203657276947,0,0.7146943350099464
34.0,38.399476520450904,16.3089243474162,0.9529257800132619,0.303203657276947,0,0.7363517391011569
35.0,39.35240230046416,16.612128004693144,0.9529257800132619,0.303203657276947,0,0.7580091431923675
36.0,40.30532808047743,16.915331661970093,0.9529257800132619,0.303203657276947,0,0.779666547283578
37.0,41.25825386049069,17.21853531924704,0.9529257800132619,0.303203657276947,0,0.8013239513747884
38.0,42.21117964050395,17.521738976523984,0.9529257800132619,0.303203657276947,0,0.8229813554659989
39.0,43.16410542051722,17.82494263380093,0.9529257800132619,0.303203657276947,0,0.8446387595572095
40.0,44.11703120053048,18.12814629107788,0.9529257800132619,0.303203657276947,0,0.8662961636484199
41.0,45.069956980543736,18.43134994835483,0.9529257800132619,0.303203657276947,0,0.8879535677396304
42.0,46.022882760556996,18.734553605631774,0.9529257800132619,0.303203657276947,0,0.9096109718308409
43.0,46.97580854057026,19.03775726290872,0.9529257800132619,0.303203657276947,0,0.9312683759220515
44.0,47.92873432058352,19.340960920185665,0.9529257800132619,0.303203657276947,0,0.9529257800132619
45.0,48.88166010059678,19.644164577462615,0.9529257800132619,0.303203657276947,0,0.9745831841044724
46.0,49.83458588061005,19.94736823473956,0.9529257800132619,0.303203657276947,0,0.996240588195683
46.17358552246078,50.0,20.0,0.9529257800132619,0.303203657276947,0,1.0
